Provinsi,TipeFaskes,KodeFaskes,NamaFaskes,AlamatFaskes,TelpFaskes
Jawa Timur,Klinik Utama,0214U003,dr. Yusnimar Soelaeman                                             ,Pondok Karya Bhakti B 18,81334719757
Jawa Timur,Klinik Pratama,1940002,Klinik Yon Zipur 10/K                                             ,Jl. Sukarno Hatta No 23,343414424
Jawa Timur,Apotek,0214A007,IFRS Dr R Soedarsono                                            ,Dr. Wahidin Sudiro Husodo 1-4,343421073
Jawa Timur,Rumah Sakit,0215R004,RS Gatoel                                            ,Jl Raden Wijaya No. 56, 0321-322194
Jawa Timur,Puskesmas,2150001,Wates                                            ,Jl. Lawu Raya No.1, 0321-330144
Jawa Timur,Klinik Utama,0215U069,dr. Esty Hermawati                                            ,Jalan Sumatra No 04, 0321-393731
Jawa Timur,Klinik Pratama,1960001,Klinik Rumkitban 05.08.01                                            ,Jl. R. Wijaya 58 Mojokerto, 0321-321073
Jawa Timur,Apotek,0215A006,Apotik GATOEL                                            ,Jl Raden Wijaya, 0321-032133050
Jawa Timur,Rumah Sakit,0216R005,RSI Siti Aisyah                                            ,Mayjend Sungkono 38-40, 0351-464009
Jawa Timur,Puskesmas,13080101,Banjarejo                                            ,Jl. Bhayangkara No. 1, 0351-456322
Jawa Timur,Klinik Utama,0216U018,"Dr. Iwan Hartono, M.Kes                                            ",Jl. Sumatra No. 24, 081-335725339
Jawa Timur,Klinik Pratama,1990004,Poliklinik Denkesyah Madiun                                            ,Jl. Tanjung Manis No 17, 0351-454538
Jawa Timur,Apotek,0216A011,IFRS Griya Husada                                            ,Jl. Mayjen Panjaitan No. 22,351472803
Jawa Timur,Rumah Sakit,0217R002,Rsia Bantuan 05.08.05 Surabaya                                            ,Jl. Gubeng Pojok No.21, 031-5310069
Jawa Timur,Puskesmas,2170004,Siwalankerto                                            ,Jl. Siwalankerto No. 134, 031-8482487
Jawa Timur,Dokter Praktik Perorangan,0217R080,Klinik Utama Dasa Medika                                            , Jl. Diponegoro No. 161-163 ,315677088
Jawa Timur,Klinik Utama,0217U011,dr. Trimurti                                            ,Jl. Jarak No.147 Surabaya, 0-08123098406
Jawa Timur,Klinik Pratama,0195B074,Klinik dr. Idris P. Siregar                                            ,Jl. Raya Pati Unus Komplek  , 031-3291507 
Jawa Timur,Apotek,0217A005,If Rsud Bdh                                            ,Jl. Ry Kendung 115-117 Benowo,317409135
Jawa Timur,Rumah Sakit,0433R001,RS Bhayangkara Hasta Brata                                            ,Jl. Kartini No 1 Batu, 0341-591067
Jawa Timur,Puskesmas,4330001,Sisir                                            ,Jl. Sultan  Hasan  Halim 26, 0341-5025454
Jawa Timur,Klinik Utama,0433U003,dr. SACHARIANO                                            ,Ir. Soekarno Perum Puri Savira, 0812-3981015
Jawa Timur,Klinik Pratama,1870008,Klinik Pusdik Arhanud                                            ,Jl. Ksatrian Arhanud, 0341-461414
Jawa Timur,Apotek,0433A003,IFRS  Bhayangkara Hasta Brata                                            ,JL. RA. Kartini No. 1, 0341 591067
Banten,Rumah Sakit,1007R001,RSU Pandeglang                                            ,Jl. Raya Labuan Km 05 Cikoneng, 0253-202077
Banten,Puskesmas,2190002,Majasari                                            ,Jl. Raya Stadion Badak, 0252-025320540
Banten,Klinik Pratama,2190006,Klinik Polres Pandeglang                                            ,Jl. Bhayangkara No. 7,
Banten,Apotek,0219A004,Apotik Difa                                            ,Raya Labuan Km12,253502161
Banten,Rumah Sakit,0220R004,RS Misi Lebak                                            ,Jalan Multatuli No.41, 0252-201014
Banten,Puskesmas,2200006,Cigemblong                                            ,Cigemblong,85777003095
Banten,Klinik Pratama,0219U010,Klinik Dr Anik Sutari                                            ,Jl. Saketi Malingping Km 14,81911267776
Banten,Apotek,0220A007,Apotik Kartini                                    ,Jl.Hardiwinangun Blok C, 0252-280080
Banten,Rumah Sakit,0221R007,Rumah Sakit Mitra Husada                                            ,Jl.Kp.Melayu Barat No 11A, 021-55932610
Banten,Puskesmas,2210001,Puskesmas Pasir Jaya                                            ,Jl. Perumahan Bukit Tiara, 021-5906743
Banten,Klinik Utama,0221U152,Praktek dr. Daniel Noer                                            ,Jl. Raya Korelet, 0- 08138952069
Banten,Klinik Pratama,2210005,Sikes Satrad 211 Tj. Kait                                            ,Jl. Raya Mauk Tanjung Kait, 021-59331635
Banten,Apotek,0221A015,Apotik RSUD BALARAJA                                    ,Rumah Sakit No. 88, 021 2950 82
Banten,Rumah Sakit,0222R005,RS Hermina Ciruas                                            ,Jl. Raya Serang-Jakarta Km.9, 0254-281829
Banten,Puskesmas,2220002,Bandung                                            ,Jl Raya Blokang - Cikande,
Banten,Klinik Utama,0222U065,dr. Hj. Sri. Eka Kurniati                                            ,Jl. Raya Bojonegara Kp Baketor,81283675868
Banten,Klinik Pratama,0222B040,Klinik Sapta Medika                                            ,Jl. Ry Serang Km. 71 Kedinding, 0254-403374
Banten,Apotek,0222A014,Apotik ANDRI MEDISTRA                                            ,Jl. Raya Serang-Jakarta Km 9,2548285842
Banten,Rumah Sakit,0223R010,RS Awal Bros Tangerang                                    ,Mh Thamrin No 3 Kebon Nanas, 021-55758888
Banten,Puskesmas,2230001,Puskesmas Ketapang                                            ,Jl. Darussalam Xi Ketapang, 021-22302530
Banten,Dokter Praktik Perorangan,0223R019,Klinik Dialisa Penta                                    ,Jl.Marsekal Surya Darma No.68, 021-55912695
Banten,Klinik Utama,0223U136,DPP dr. Rizki Aprilia                                    ,Dr.Soetomo No.17A, 021-73447136
Banten,Klinik Pratama,2210006,Bandara Soetta                                            ,Jl. Otista No. 52, 021-5507393
Banten,Apotek,0223A014,Apotek Karsa Farma                                    ,Jl. Benteng Betawi Ruko Cendan, 021-55701431
Banten,Rumah Sakit,0224R002,RS Krakatau Medika                                            ,Semang Raya No. 01, 0254-396333
Banten,Puskesmas,10280101,Cilegon                                            ,Jl. Pesut Kav. Blok C,254393115
Banten,Dokter Praktik Perorangan,0224S001,Klinik HD Wijaya Kusuma                                            ,"S.A Tirtayasa, Ruko Bonakarta", 0254-7810858
Banten,Klinik Utama,0224U015,dr. BAMBA YURNADI (JST)                                            ,Jl. Re Martadinata Kp.Sukamaju,254570358
Banten,Klinik Pratama,2240002,Klinik Polres Cilegon                                            ,Jl. Jend. Sudirman No. 1,254378500
Banten,Apotek,0224A004,Apotik Duta Farma                                            ,Cilegon, 021-375987
Banten,Rumah Sakit,0222R004,RS Sari Asih Serang                                            ,Jl. Jendral Sudirman No. 38, 0254-220022
Banten,Puskesmas,4700001,Kalodran                                    ,Kalodran,254215631
Banten,Klinik Utama,0470U014,Dr. Lia Nursopiati                                    ,Puri Delta Serang Blok C.08, 00-08526084290
Banten,Klinik Pratama,2220003,Kes Grup-1/Kopassus                                    ,Asrama Grup 1 Kopassus,818616253
Banten,Apotek,0222A013,If Rs Sari Asih Serang                                    ,Jl. Jendral Sudirman No. 38, 0254-220345
Banten,Rumah Sakit,0496R001,RS Omni Alam Sutera                                    ,Jl. Alam Sutera Boulevard Kav., 021-5312555
Banten,Puskesmas,4960001,Puskesmas Parigi                                            ,Jl Graha Raya Komplek  Perkant,  021-29520869 
Banten,Dokter Praktik Perorangan,0496S001,Klinik Dialisa Imago                                    ,Jl. Siliwangi Blok D2 No.5, 021- 7424136
Banten,Klinik Utama,0496U014,Praktek dr. Indah Prabowo                                            ,Jl. Pemancar I No. 33 Komp Bmg, 089-506294505
Banten,Klinik Pratama,0221U006,Klinik Makmur Jaya                                            ,Jl. Wr Supratman No 29 Kampung, 021-74710473
Banten,Apotek,0496A001,Apotek Makmur Jaya                                    ,Jl Wr Supratman No 29 Kampung,2174710473
Bali,Rumah Sakit,0225R004,RSU Bunda                                             ,"Jalan Rajawali No. 36, Pendem,", 0365-40251
Bali,Puskesmas,2250002,II Negara                                            ,Jl. Raya Pengambengan, 0365-43214
Bali,Klinik Utama,0225U001,dr. Ketut Naba                                            ,Jl. Plawa No. 39,8776294687
Bali,Klinik Pratama,2250005,Klinik Poskes 09.10.03 Negara                                            ,Jl. Ngurah Rai No 135 Negara, 0365 41025
Bali,Apotek,0225A004,If Rsu Bunda                                            ,JL. Rajawali  no. 36 Jembrana, (0365)40251
Bali,Rumah Sakit,0226R005,RS Bhakti Rahayu Tabanan                                            ,Jln Batukaru No. 2 , 0361-810805
Bali,Puskesmas,2260001,Tabanan III                                            ,Jl Gunung Agung No. 82, 0361-815049
Bali,Dokter Praktik Perorangan,0226S001,Klinik Utama Dharmanatha                                            ,Banjar Mertasari, 62-8533726765
Bali,Klinik Utama,0226U003,"dr. Nyoman Wisma Brata, M.Kes                                            ",Ds. Tunjuk Utara, 62-08133866374
Bali,Klinik Pratama,2260002,Poskes 09.10.04 Tbn (AD)                                            ,Jl. Nakula , 0361-081337230
Bali,Apotek,0226A003,Apotek Dokabu Farma                                            ,jl pulau nias no 6  Tabanan, 0361-781152
Bali,Rumah Sakit,0227R003,RSU Surya Husadha Nusadua                                            ,Jln Raya Siligita Blok I No 14, 0361-775827
Bali,Puskesmas,2270103,Abiansemal IV                                            , Jl. Tunjung Br. Ketogan, 62-08821921958
Bali,Klinik Utama,0227U004,dr. I Gusti Putu Adi                                            ," Jl. Raya Kerobokan, Br. Gede", 62-08786100703
Bali,Klinik Pratama,0226B001,Kimia Farma Nusa Dua                                            ,Jln. I Gusti Ngurah Rai No 890, 0361-778555
Bali,Apotek,0227A003,Instalasi Farmasi Rsud Badung                                            ,Jl. Raya Kapal Mengwi Badung,3619006812
Bali,Rumah Sakit,0228R005,RSU Ganesha                                            ,Jl.Raya Celuk Sukawati, 0361-4710059
Bali,Puskesmas,22070101,Sukawati I                                            ,Jl. Lettu Nengah Duaji , 0361-299155
Bali,Klinik Utama,0228U005,"dr. I Wayan Rinartha,MM                                            ",JL. Erlangga 7X Gianyar,81337073644
Bali,Klinik Pratama,2280001,Poskes 09.10.02 Gianyar                                            ,Jl. Kesatrian No.8 Gianyar,81238224646
Bali,Apotek,0228A004,IFRS Rs Ari Canti                                            ,Jl Raya Mas Ubud,361974573
Bali,Rumah Sakit,0229R003,RSU Bintang                                            ,Ngurah Rai 10, 0366-25241
Bali,Puskesmas,22050101,Banjarangkan I                                            ,"Desa Tusan, Kec Banjarangkan", 0361-23856
Bali,Klinik Utama,0229U004,dr. I Wayan Nadi                                            ,Jl. Dewi Sartika No 14,81338685213
Bali,Klinik Pratama,2290001,Poskes 09.10.01                                            ,Jl Gunung Rinjani,
Bali,Apotek,0229A006,IFRS Rsud Klungkung                                            ,Jl.Flamboyan No.40,36621172
Bali,Rumah Sakit,0230R005,RSU Bmc                                            ,"Jln. Tirta Giri Kutri, Lc Suba", 0366-93444
Bali,Puskesmas,2301000,Bangli Utara                                            ,Jl.Nusantara Desa Pengotan, 0366-081856658
Bali,Klinik Utama,0230U001,dr. A.A Ngurah Dwi Kurniawan                                            ,"Jl.Tirta Pebini,Lc.Subak Aya", 0000-00000000
Bali,Klinik Pratama,2300001,Poskes 09.10.06 Bangli                                            ,Jl. Ngurah Rai No 69,85239256001
Bali,Apotek,0230A003,IFRS Rsj Bangli                                            ,Jl Kusumayuda 29,36691073
Bali,Rumah Sakit,0231R001,RSU Bali Med Karangasem                                            ,Jalan Nenas Kecicang Bebandem, 0363-4301618
Bali,Puskesmas,22080101,Manggis I                                            ,"Jl. Raya Ulakan, Manggis", 0363-41625
Bali,Klinik Utama,0231U004,dr. Made Supatriasih                                            ,"Jl. Nenas Kecicang, Karangasem",8123949606
Bali,Klinik Pratama,2310001,Poskes 09.10.05 Amlapura                                            ,"Jl. Sudirman Amp, Karangasem",81337709882
Bali,Apotek,0231A004,IFRS Rsud Karangasem                                            ,Jl I Gusti Ngurah Rai,36321470
Bali,Rumah Sakit,0232R007,RS Shanti Graha                                            ,Dsn.Taman Sari Ds.Sulanyah, 0362-3361190
Bali,Puskesmas,22010101,Tejakula I                                            ,"Jl. Singaraja - Amlapura, Dusu",3623301240
Bali,Dokter Praktik Perorangan,0232S001,Klinik Utama Dharmanatha                                             ,Desa Kalianget Kec. Seririt,87861343733
Bali,Klinik Utama,0232U006,dr. Rizani                                            ,Jl. Perkutut No 3 Singaraja,8155864202
Bali,Klinik Pratama,2320001,Klinik Yonif 900 Raider                                            ,Jl. Pahlawan Singaraja,36221343
Bali,Apotek,0232A007,Apotek Mulia Farma                                            ,Setia Budi 19,8193635370
Bali,Rumah Sakit,0233R017,RSU Bali Royal                                            ,Jl. Tantular No. 6, 0361-247499
Bali,Puskesmas,2330001, IV Densel                                            ,Jl. Raya Pulau Moyo No: 63A, 0361-722475
Bali,Dokter Praktik Perorangan,0233S001,Klinik Dharma Sidhi                                            ,Jln Serma Kawi No 13-17, 0361-242717
Bali,Klinik Utama,0233U001,dr. Nyoman Sueta                                            ,Jl. Mayjen Sutoyo No.45, 0361-28504
Bali,Klinik Pratama,2330004,Klinik Brimobda Polda Bali                                             ," Jl. Wr. Supratman, Tohpati", 62-08523758993
Bali,Apotek,0233A021,IFRS Bali Med                                            ,Jl. Mahendradatta no 57X,361484748
Nusa Tenggara Barat,Rumah Sakit,0234R001,RSUD Awet Muda Narmada                                    ,Jl Ahmad Yani No 69 Narmada, 0370-083707561
Nusa Tenggara Barat,Puskesmas,2340001,Sigerongan                                            ,Jl. Karang Bayan Sigerongan, 0370-7561647
Nusa Tenggara Barat,Klinik Utama,0234U001,dr. Ahmad Taufiq Fathoni                                            ,"Jl. Raya Beleka, kec. Gerung", 0-8123709805
Nusa Tenggara Barat,Klinik Pratama,2340072,Poli Polres Lombok Barat                                            ,"Jl. Yos Sudarso, Lembar", 0370-638502
